target,horizon,pred,HL70_IC,HL70_t,EXT_IC,EXT_t,transport,min_abs
raw,4h,rev_short,0.03512575671252844,9.072769893276464,0.03229221779319483,12.960094618309276,True,0.03229221779319483
raw,4h,rev_4h,0.02822306942539009,7.183896462149229,0.03261381700491109,13.465195482945338,True,0.02822306942539009
raw,4h,mom_long,-0.015038172651002555,-3.856691247987363,-0.02301318806762006,-9.214161708767188,True,0.015038172651002555
raw,4h,mom_30d,-0.010926045824600054,-2.8386116340745557,-0.01700276484345871,-6.939444253358291,True,0.010926045824600054
raw,4h,funding_z,0.0009661828799181103,0.3542925819765601,-0.009784530090950616,-2.300074080977142,False,0.0009661828799181103
raw,4h,pred_proxy,0.030119309704178455,8.821804789954623,0.023001097194017335,9.558104608005493,True,0.023001097194017335
raw,12h,rev_short,0.04055705771255055,10.157848846848136,0.02914262573442427,11.687218464249757,True,0.02914262573442427
raw,12h,rev_4h,0.023630826805592028,6.015957727312636,0.024455812327479665,10.110678327079807,True,0.023630826805592028
raw,12h,mom_long,-0.011025485426450134,-2.786659549370767,-0.02577318024660768,-10.289782840315908,True,0.011025485426450134
raw,12h,mom_30d,-0.00866801118837022,-2.1734187770498097,-0.01845909477980418,-7.357383714521378,True,0.00866801118837022
raw,12h,funding_z,0.003337605704492608,1.222755903968187,-0.014148309308885589,-3.2280879269758085,False,0.003337605704492608
raw,12h,pred_proxy,0.03135015942502036,8.92243643683996,0.01797496868470395,7.469257626261123,True,0.01797496868470395
raw,1d,rev_short,0.037523655944329735,9.423751592701707,0.027521705391603726,11.01605340349307,True,0.027521705391603726
raw,1d,rev_4h,0.0207971698580066,5.321215659798949,0.014149165736759896,5.833374414854928,True,0.014149165736759896
raw,1d,mom_long,-0.004679443448268368,-1.1831976004174585,-0.02549267242266514,-10.16595712451028,True,0.004679443448268368
raw,1d,mom_30d,-0.004673719871220174,-1.159531285210799,-0.01876721872238867,-7.373756102778417,True,0.004673719871220174
raw,1d,funding_z,0.004205116775070773,1.5109251336625356,-0.010080282510349958,-2.2840095014089377,False,0.004205116775070773
raw,1d,pred_proxy,0.02969990361251652,8.516463116064143,0.014366511314636815,5.983718679596301,True,0.014366511314636815
raw,3d,rev_short,0.011846798860581154,2.9270251180687668,0.02274400300862312,9.280532344007442,True,0.011846798860581154
raw,3d,rev_4h,0.0075212097883715755,1.9885137973334754,0.006601059807887552,2.783411656598409,True,0.006601059807887552
raw,3d,mom_long,0.02221537502545338,5.704655102544429,-0.015648682394010446,-6.3342600291099,False,0.015648682394010446
raw,3d,mom_30d,0.009510580856784025,2.290110169636493,-0.011793270518876173,-4.617476227513417,False,0.009510580856784025
raw,3d,funding_z,0.001062369234274334,0.3870096944533381,-0.012733437601666424,-2.8935235908362325,False,0.001062369234274334
raw,3d,pred_proxy,0.011077270451285407,3.236312313436172,0.012527201448820741,5.335516878824236,True,0.011077270451285407
raw,1w,rev_short,-0.008089524397264201,-2.134432476471731,0.005890412610526514,2.4477183018661273,False,0.005890412610526514
raw,1w,rev_4h,-0.0035529897674326685,-0.980983863383823,-0.0015487875435947613,-0.6703866872716701,True,0.0015487875435947613
raw,1w,mom_long,0.030587206598358067,8.614640518586661,-0.009302929917514692,-3.7870390856234413,False,0.009302929917514692
raw,1w,mom_30d,0.011207908304978476,2.7257756040116448,-0.006453497570176797,-2.534649533593355,False,0.006453497570176797
raw,1w,funding_z,-0.006253625820333018,-2.2518101672215742,-0.004862090477257749,-1.0856420521604289,True,0.004862090477257749
raw,1w,pred_proxy,-0.003808647539627501,-1.1601490976587363,-0.0004468086545412201,-0.19384492314291413,True,0.0004468086545412201
mktres,4h,rev_short,0.03512575671252844,9.072769893276464,0.03229221779319483,12.960094618309276,True,0.03229221779319483
mktres,4h,rev_4h,0.02822306942539009,7.183896462149229,0.03261381700491109,13.465195482945338,True,0.02822306942539009
mktres,4h,mom_long,-0.015038172651002555,-3.856691247987363,-0.02301318806762006,-9.214161708767188,True,0.015038172651002555
mktres,4h,mom_30d,-0.010926045824600054,-2.8386116340745557,-0.01700276484345871,-6.939444253358291,True,0.010926045824600054
mktres,4h,funding_z,0.0009661828799181103,0.3542925819765601,-0.009784530090950616,-2.300074080977142,False,0.0009661828799181103
mktres,4h,pred_proxy,0.030119309704178455,8.821804789954623,0.023001097194017335,9.558104608005493,True,0.023001097194017335
mktres,12h,rev_short,0.04055705771255055,10.157848846848136,0.02914262573442427,11.687218464249757,True,0.02914262573442427
mktres,12h,rev_4h,0.023630826805592028,6.015957727312636,0.024455812327479665,10.110678327079807,True,0.023630826805592028
mktres,12h,mom_long,-0.011025485426450134,-2.786659549370767,-0.02577318024660768,-10.289782840315908,True,0.011025485426450134
mktres,12h,mom_30d,-0.00866801118837022,-2.1734187770498097,-0.01845909477980418,-7.357383714521378,True,0.00866801118837022
mktres,12h,funding_z,0.003337605704492608,1.222755903968187,-0.014148309308885589,-3.2280879269758085,False,0.003337605704492608
mktres,12h,pred_proxy,0.03135015942502036,8.92243643683996,0.01797496868470395,7.469257626261123,True,0.01797496868470395
mktres,1d,rev_short,0.037523655944329735,9.423751592701707,0.027521705391603726,11.01605340349307,True,0.027521705391603726
mktres,1d,rev_4h,0.0207971698580066,5.321215659798949,0.014149165736759896,5.833374414854928,True,0.014149165736759896
mktres,1d,mom_long,-0.004679443448268368,-1.1831976004174585,-0.02549267242266514,-10.16595712451028,True,0.004679443448268368
mktres,1d,mom_30d,-0.004673719871220174,-1.159531285210799,-0.01876721872238867,-7.373756102778417,True,0.004673719871220174
mktres,1d,funding_z,0.004205116775070773,1.5109251336625356,-0.010080282510349958,-2.2840095014089377,False,0.004205116775070773
mktres,1d,pred_proxy,0.02969990361251652,8.516463116064143,0.014366511314636815,5.983718679596301,True,0.014366511314636815
mktres,3d,rev_short,0.011846798860581154,2.9270251180687668,0.02274400300862312,9.280532344007442,True,0.011846798860581154
mktres,3d,rev_4h,0.0075212097883715755,1.9885137973334754,0.006601059807887552,2.783411656598409,True,0.006601059807887552
mktres,3d,mom_long,0.02221537502545338,5.704655102544429,-0.015648682394010446,-6.3342600291099,False,0.015648682394010446
mktres,3d,mom_30d,0.009510580856784025,2.290110169636493,-0.011793270518876173,-4.617476227513417,False,0.009510580856784025
mktres,3d,funding_z,0.001062369234274334,0.3870096944533381,-0.012733437601666424,-2.8935235908362325,False,0.001062369234274334
mktres,3d,pred_proxy,0.011077270451285407,3.236312313436172,0.012527201448820741,5.335516878824236,True,0.011077270451285407
mktres,1w,rev_short,-0.008089524397264201,-2.134432476471731,0.005890412610526514,2.4477183018661273,False,0.005890412610526514
mktres,1w,rev_4h,-0.0035529897674326685,-0.980983863383823,-0.0015487875435947613,-0.6703866872716701,True,0.0015487875435947613
mktres,1w,mom_long,0.030587206598358067,8.614640518586661,-0.009302929917514692,-3.7870390856234413,False,0.009302929917514692
mktres,1w,mom_30d,0.011207908304978476,2.7257756040116448,-0.006453497570176797,-2.534649533593355,False,0.006453497570176797
mktres,1w,funding_z,-0.006253625820333018,-2.2518101672215742,-0.004862090477257749,-1.0856420521604289,True,0.004862090477257749
mktres,1w,pred_proxy,-0.003808647539627501,-1.1601490976587363,-0.0004468086545412201,-0.19384492314291413,True,0.0004468086545412201
vs,4h,rev_short,0.03424380288255408,10.341372260177192,0.029308907488282365,12.486961210620718,True,0.029308907488282365
vs,4h,rev_4h,0.0345909535727098,10.229561073786298,0.03140565341676694,13.679857491834573,True,0.03140565341676694
vs,4h,mom_long,-0.0014829896231651602,-0.40741042821861967,-0.011923802553686889,-4.904108803463994,True,0.0014829896231651602
vs,4h,mom_30d,0.0014868061568859732,0.3960806504187496,-0.006400806721105567,-2.6177978270687476,False,0.0014868061568859732
vs,4h,funding_z,-0.0032404202803894716,-1.1334380043163281,-0.013833656642442653,-3.1745783756875885,True,0.0032404202803894716
vs,4h,pred_proxy,0.03701860673817527,10.71745126919,0.029365607655372813,12.331278434450008,True,0.029365607655372813
vs,12h,rev_short,0.03943091552207883,11.63906502268283,0.029487490680083044,12.505904519400266,True,0.029487490680083044
vs,12h,rev_4h,0.0275416624394944,8.110595374479464,0.025795248949060996,11.253231020799632,True,0.025795248949060996
vs,12h,mom_long,0.009334993131654121,2.5575329873459474,-0.010264919388544175,-4.109068482290514,False,0.009334993131654121
vs,12h,mom_30d,0.009324033739233913,2.3959963791786882,-0.003981164271705315,-1.5726178006796372,False,0.003981164271705315
vs,12h,funding_z,-0.0015087145056837336,-0.5183656475482247,-0.01854501122815061,-4.1593435677741075,True,0.0015087145056837336
vs,12h,pred_proxy,0.04014010111531826,11.099509853212549,0.027495273973718332,11.558936502845015,True,0.027495273973718332
vs,1d,rev_short,0.03851548839270117,11.48067858533379,0.028087752854298677,11.896385459850327,True,0.028087752854298677
vs,1d,rev_4h,0.025393480410425644,7.613799951672317,0.016354509221771046,7.178980374490633,True,0.016354509221771046
vs,1d,mom_long,0.021291651902928272,5.956026536821218,-0.007190959521641738,-2.8726617626890754,False,0.007190959521641738
vs,1d,mom_30d,0.018511432464741098,4.672551326554568,-0.001150425720463276,-0.4456372947209911,False,0.001150425720463276
vs,1d,funding_z,-0.0026297613507444053,-0.8963013226015529,-0.017015928795212024,-3.8529870173946636,True,0.0026297613507444053
vs,1d,pred_proxy,0.039030335557041974,10.949328958231776,0.023357453718670804,9.826418732112602,True,0.023357453718670804
vs,3d,rev_short,0.01089458685673759,3.3882721582754662,0.023392373292486467,10.105309337035406,True,0.01089458685673759
vs,3d,rev_4h,0.012527479736770236,3.9793093697596293,0.009300565193437237,4.128225016972812,True,0.009300565193437237
vs,3d,mom_long,0.05690671920878176,15.997109520093112,0.0005809232284402596,0.2334877954689481,True,0.0005809232284402596
vs,3d,mom_30d,0.04278483517695946,10.391172341692469,0.00368505595068132,1.4026571351972026,True,0.00368505595068132
vs,3d,funding_z,-0.007664698517657108,-2.6027436643411512,-0.017333451833012565,-3.894300504234159,True,0.007664698517657108
vs,3d,pred_proxy,0.018568844639517475,5.342996142914654,0.018819628003350162,8.108652391629208,True,0.018568844639517475
vs,1w,rev_short,-0.009727840689671328,-3.1284935804907636,0.007417985858557696,3.256808192213904,False,0.007417985858557696
vs,1w,rev_4h,0.0014739660312497204,0.4901593862609511,0.0021195821311174013,0.9593105503368398,True,0.0014739660312497204
vs,1w,mom_long,0.07149108525683508,20.297585376134055,0.004071780570583091,1.623009110339813,True,0.004071780570583091
vs,1w,mom_30d,0.05223653388533157,12.487473057847488,0.007359159965550332,2.7580502115950494,True,0.007359159965550332
vs,1w,funding_z,-0.010170457568140247,-3.498464224455072,-0.00628742016511836,-1.3902530488453129,True,0.00628742016511836
vs,1w,pred_proxy,-0.0015106313508054165,-0.4565526816371598,0.004887778175065748,2.12807976867969,False,0.0015106313508054165
betares,4h,rev_short,0.036509980703135755,9.925434829097538,0.030766554398117846,12.543666753794412,True,0.030766554398117846
betares,4h,rev_4h,0.031298724046071306,8.484613198437142,0.03270004979223713,13.817068459156767,True,0.031298724046071306
betares,4h,mom_long,-0.015957834820822154,-4.1933885374127025,-0.022669541126477476,-9.270677318277079,True,0.015957834820822154
betares,4h,mom_30d,-0.01051278380513325,-2.8134837129417534,-0.017525188212521903,-7.27960346409756,True,0.01051278380513325
betares,4h,funding_z,0.00047150226865007007,0.17408278942100514,-0.01224026630607716,-2.8809710692710317,False,0.00047150226865007007
betares,4h,pred_proxy,0.03263120054132061,9.501876216708707,0.022666690737710084,9.422515926959983,True,0.022666690737710084
